2014-10-09 03:14:15,0
2014-10-10 03:14:15,0
2014-10-27 13:54:03,173
2014-11-27 13:55:04,173
2014-11-28 00:00:10,175
2014-11-29 00:00:13,179
2014-11-30 00:00:11,183
2014-12-01 00:00:12,183
2014-12-02 00:00:20,186
2014-12-03 00:00:12,188
2014-12-04 00:00:12,190
2014-12-05 00:00:09,190
2014-12-06 00:00:15,190
2014-12-07 00:00:26,190
2014-12-08 00:00:11,190
2014-12-09 00:00:12,190
2014-12-10 00:00:13,190
2014-12-11 00:00:20,190
2014-12-13 00:00:20,199
2014-12-14 00:00:21,212
2014-12-15 00:00:14,217
2014-12-16 00:00:13,220
2014-12-17 00:00:10,223
2014-12-18 00:00:15,223
2014-12-19 00:00:13,225
2014-12-20 00:00:10,225
2014-12-21 00:00:14,227
2014-12-22 00:00:19,227
2014-12-23 00:00:16,228
2014-12-24 00:00:28,228
2014-12-25 00:00:11,228
2014-12-26 00:00:10,228
2014-12-27 00:00:16,228
2014-12-28 00:00:21,228
2014-12-29 00:00:10,228
2014-12-30 00:00:14,228
2014-12-31 00:00:23,229
2015-01-01 00:00:14,231
2015-01-02 00:00:14,231
2015-01-03 00:00:14,231
2015-01-04 00:00:13,231
2015-01-05 00:00:10,231
2015-01-06 00:00:15,231
2015-01-07 00:00:17,233
2015-01-08 00:00:21,233
2015-01-09 00:00:18,233
2015-01-10 00:00:14,236
2015-01-11 00:00:21,237
2015-01-12 00:00:10,237
2015-01-13 00:00:16,237
2015-01-14 00:00:15,237
2015-01-15 00:00:18,240
2015-01-16 00:00:20,242
2015-01-17 00:00:16,242
2015-01-18 00:00:21,242
2015-01-19 00:00:15,244
2015-01-20 00:00:13,250
2015-01-21 00:00:14,254
2015-01-22 00:00:20,254
2015-01-23 00:00:17,265
2015-01-24 00:00:30,279
2015-01-25 00:00:20,279
2015-01-26 00:00:13,280
2015-01-27 00:00:09,282
2015-01-28 00:00:20,282
2015-01-29 00:00:24,284
2015-01-30 00:00:13,284
2015-01-31 00:00:18,285
2015-02-01 00:00:12,285
2015-02-02 00:00:16,286
2015-02-03 00:00:11,286
2015-02-04 00:00:14,292
2015-02-05 00:00:12,297
2015-02-06 00:00:14,302
2015-02-07 00:00:11,309
2015-02-08 00:00:13,312
2015-02-09 00:00:12,317
2015-02-10 00:00:17,319
2015-02-11 00:00:16,327
2015-02-12 00:00:14,331
2015-02-13 00:00:14,331
2015-02-14 00:00:11,331
2015-02-15 00:00:13,335
2015-02-16 00:00:16,335
2015-02-17 00:00:15,338
2015-02-18 00:00:18,338
2015-02-19 00:00:13,340
2015-02-20 00:00:09,342
2015-02-21 00:00:30,342
2015-02-22 00:00:22,342
2015-02-23 00:00:17,344
2015-02-24 00:00:17,344
2015-02-25 00:00:17,345
2015-02-26 00:00:10,349
2015-02-27 00:00:24,350
2015-02-28 00:00:15,351
2015-03-01 00:00:17,352
2015-03-02 00:00:18,354
2015-03-03 00:00:16,355
2015-03-04 00:00:22,355
2015-03-05 00:00:26,356
2015-03-06 00:00:12,356
2015-03-07 00:00:15,357
2015-03-08 00:00:16,357
2015-03-09 00:00:12,357
2015-03-10 00:00:19,359
2015-03-17 09:46:05,362
2015-04-01 14:57:03,364
2015-04-02 00:00:06,364
2015-04-03 00:00:14,364
2015-04-04 00:00:16,365
2015-04-05 00:00:07,365
2015-04-06 00:00:07,365
2015-04-07 00:00:15,365
2015-04-08 00:00:14,365
2015-04-09 00:00:09,365
2015-04-10 00:00:07,366
2015-04-11 00:00:06,367
