2015-01-20 00:00:13,0
2015-01-21 00:00:14,10
2015-01-22 00:00:20,32
2015-01-23 00:00:17,47
2015-01-24 00:00:30,65
2015-01-25 00:00:20,73
2015-01-26 00:00:13,76
2015-01-27 00:00:09,79
2015-01-28 00:00:20,79
2015-01-29 00:00:24,84
2015-01-30 00:00:13,84
2015-01-31 00:00:18,86
2015-02-01 00:00:12,86
2015-02-02 00:00:16,90
2015-02-03 00:00:11,90
2015-02-04 00:00:14,99
2015-02-05 00:00:12,105
2015-02-06 00:00:14,112
2015-02-07 00:00:11,122
2015-02-08 00:00:13,126
2015-02-09 00:00:12,133
2015-02-10 00:00:17,139
2015-02-11 00:00:16,143
2015-02-12 00:00:14,151
2015-02-13 00:00:14,152
2015-02-14 00:00:11,166
2015-02-15 00:00:13,169
2015-02-16 00:00:16,169
2015-02-17 00:00:15,172
2015-02-18 00:00:18,176
2015-02-19 00:00:13,176
2015-02-20 00:00:09,181
2015-02-21 00:00:30,181
2015-02-22 00:00:22,186
2015-02-23 00:00:17,188
2015-02-24 00:00:17,188
2015-02-25 00:00:17,192
2015-02-26 00:00:10,202
2015-02-27 00:00:24,202
2015-02-28 00:00:15,203
2015-03-01 00:00:17,203
2015-03-02 00:00:18,205
2015-03-03 00:00:16,209
2015-03-04 00:00:22,209
2015-03-05 00:00:26,210
2015-03-06 00:00:12,211
2015-03-07 00:00:15,211
2015-03-08 00:00:16,212
2015-03-09 00:00:12,212
2015-03-10 00:00:19,213
2015-03-17 09:46:05,218
2015-04-01 14:57:03,226
2015-04-02 00:00:06,226
2015-04-03 00:00:14,227
2015-04-04 00:00:16,227
2015-04-05 00:00:07,230
2015-04-06 00:00:07,232
2015-04-07 00:00:15,232
2015-04-08 00:00:14,232
2015-04-09 00:00:09,234
2015-04-10 00:00:07,234
2015-04-11 00:00:06,235
2015-08-05 18:23:29,295
2015-08-08 12:42:49,298
2015-08-09 00:00:21,298
